,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
116,feature_engineering_3,success,success,deequ,column_skipped,30,29,0,1
117,feature_engineering_3,success,success,gpt-4o,None,4,4,0,0
118,feature_engineering_3,success,success,gpt-4o,with_deequ,4,4,0,0
119,feature_engineering_3,success,success,gpt-4o,with_experience,4,4,0,0
120,feature_engineering_4,success,success,deequ,None,33,32,1,2
121,feature_engineering_4,success,success,deequ,column_skipped,30,29,0,1
122,feature_engineering_4,success,success,gpt-4o,None,0,0,0,0
123,feature_engineering_4,success,success,gpt-4o,with_deequ,3,3,0,0
124,feature_engineering_4,success,success,gpt-4o,with_experience,3,3,0,0
125,feature_engineering_5,success,success,deequ,None,33,32,1,2
126,feature_engineering_5,success,success,deequ,column_skipped,30,29,0,1
127,feature_engineering_5,success,success,gpt-4o,None,4,4,0,0
128,feature_engineering_5,success,success,gpt-4o,with_deequ,5,5,0,0
129,feature_engineering_5,success,success,gpt-4o,with_experience,4,4,0,0
130,feature_engineering_6,success,success,deequ,None,33,32,1,2
131,feature_engineering_6,success,success,deequ,column_skipped,30,29,0,1
132,feature_engineering_6,success,success,gpt-4o,None,2,2,0,0
133,feature_engineering_6,success,success,gpt-4o,with_deequ,3,3,0,0
134,feature_engineering_6,success,success,gpt-4o,with_experience,4,4,0,0
135,feature_engineering_7,error,error,deequ,None,33,32,1,2
136,feature_engineering_7,error,error,deequ,column_skipped,30,29,0,1
137,feature_engineering_7,error,error,gpt-4o,None,1,1,0,0
138,feature_engineering_7,error,error,gpt-4o,with_deequ,22,21,0,1
139,feature_engineering_7,error,error,gpt-4o,with_experience,4,4,0,0
140,feature_engineering_8,success,success,deequ,None,33,32,1,2
141,feature_engineering_8,success,success,deequ,column_skipped,30,29,0,1
142,feature_engineering_8,success,success,gpt-4o,None,2,2,0,0
143,feature_engineering_8,success,success,gpt-4o,with_deequ,2,2,0,0
144,feature_engineering_8,success,success,gpt-4o,with_experience,2,2,0,0
145,feature_engineering_9,success,success,deequ,None,33,32,1,2
146,feature_engineering_9,success,success,deequ,column_skipped,30,29,0,1
147,feature_engineering_9,success,success,gpt-4o,None,1,1,0,0
148,feature_engineering_9,success,success,gpt-4o,with_deequ,2,1,0,1
149,feature_engineering_9,success,success,gpt-4o,with_experience,3,2,0,1
