,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
20,classification_2,0.5435301409407572,0.5421291103520381,tfdv,None,,,1.0,3.0
21,classification_3,0.5,0.5,deequ,None,26.0,24.0,0.0,2.0
22,classification_3,0.5,0.5,deequ,column_skipped,22.0,20.0,0.0,2.0
23,classification_3,0.5,0.5,gpt-4o,None,3.0,3.0,1.0,1.0
24,classification_3,0.5,0.5,gpt-4o,with_deequ,10.0,9.0,2.0,3.0
25,classification_3,0.5,0.5,gpt-4o,with_experience,9.0,8.0,0.0,1.0
26,classification_3,0.5,0.5,tfdv,None,,,1.0,3.0
27,classification_4,0.5039541283132604,0.49702376443655183,deequ,None,26.0,24.0,0.0,2.0
28,classification_4,0.5039541283132604,0.49702376443655183,deequ,column_skipped,22.0,20.0,0.0,2.0
29,classification_4,0.5039541283132604,0.49702376443655183,gpt-4o,None,8.0,7.0,1.0,2.0
30,classification_4,0.5039541283132604,0.49702376443655183,gpt-4o,with_deequ,11.0,10.0,2.0,3.0
31,classification_4,0.5039541283132604,0.49702376443655183,gpt-4o,with_experience,11.0,10.0,0.0,1.0
32,classification_4,0.5039541283132604,0.49702376443655183,tfdv,None,,,1.0,3.0
33,classification_5,0.5002759090987704,0.5023011003546517,deequ,None,26.0,24.0,0.0,2.0
34,classification_5,0.5002759090987704,0.5023011003546517,deequ,column_skipped,22.0,20.0,0.0,2.0
35,classification_5,0.5002759090987704,0.5023011003546517,gpt-4o,None,9.0,8.0,1.0,2.0
36,classification_5,0.5002759090987704,0.5023011003546517,gpt-4o,with_deequ,11.0,10.0,2.0,3.0
37,classification_5,0.5002759090987704,0.5023011003546517,gpt-4o,with_experience,12.0,11.0,0.0,1.0
38,classification_5,0.5002759090987704,0.5023011003546517,tfdv,None,,,1.0,3.0
39,classification_6,0.49890373437282554,0.49495866180400744,deequ,None,26.0,24.0,0.0,2.0
40,classification_6,0.49890373437282554,0.49495866180400744,deequ,column_skipped,22.0,20.0,0.0,2.0
41,classification_6,0.49890373437282554,0.49495866180400744,gpt-4o,None,3.0,3.0,0.0,0.0
42,classification_6,0.49890373437282554,0.49495866180400744,gpt-4o,with_deequ,7.0,7.0,0.0,0.0
43,classification_6,0.49890373437282554,0.49495866180400744,gpt-4o,with_experience,8.0,8.0,0.0,0.0
44,classification_6,0.49890373437282554,0.49495866180400744,tfdv,None,,,1.0,3.0
45,classification_7,0.504609712941645,0.49835428053100644,deequ,None,26.0,24.0,0.0,2.0
46,classification_7,0.504609712941645,0.49835428053100644,deequ,column_skipped,22.0,20.0,0.0,2.0
47,classification_7,0.504609712941645,0.49835428053100644,gpt-4o,None,6.0,6.0,0.0,0.0
48,classification_7,0.504609712941645,0.49835428053100644,gpt-4o,with_deequ,7.0,7.0,0.0,0.0
49,classification_7,0.504609712941645,0.49835428053100644,gpt-4o,with_experience,4.0,4.0,0.0,0.0
50,classification_7,0.504609712941645,0.49835428053100644,tfdv,None,,,1.0,3.0
51,classification_8,0.505687608630877,0.49431310926673455,deequ,None,26.0,24.0,0.0,2.0
52,classification_8,0.505687608630877,0.49431310926673455,deequ,column_skipped,22.0,20.0,0.0,2.0
53,classification_8,0.505687608630877,0.49431310926673455,gpt-4o,None,4.0,4.0,2.0,2.0
54,classification_8,0.505687608630877,0.49431310926673455,gpt-4o,with_deequ,5.0,5.0,2.0,2.0
55,classification_8,0.505687608630877,0.49431310926673455,gpt-4o,with_experience,10.0,9.0,2.0,3.0
56,classification_8,0.505687608630877,0.49431310926673455,tfdv,None,,,1.0,3.0
57,classification_9,0.4999956884343105,0.5,deequ,None,26.0,24.0,0.0,2.0
58,classification_9,0.4999956884343105,0.5,deequ,column_skipped,22.0,20.0,0.0,2.0
59,classification_9,0.4999956884343105,0.5,gpt-4o,None,3.0,3.0,0.0,0.0
60,classification_9,0.4999956884343105,0.5,gpt-4o,with_deequ,9.0,9.0,0.0,0.0
61,classification_9,0.4999956884343105,0.5,gpt-4o,with_experience,5.0,5.0,0.0,0.0
62,classification_9,0.4999956884343105,0.5,tfdv,None,,,1.0,3.0
