,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
55,bi_9,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
56,bi_9,success,success,gpt-4o,None,8.0,8.0,0.0,0.0
57,bi_9,success,success,gpt-4o,with_deequ,8.0,8.0,0.0,0.0
58,bi_9,success,success,gpt-4o,with_experience,12.0,12.0,0.0,0.0
59,bi_9,success,success,tfdv,None,,,0.0,1.0
60,dev_0,success,success,deequ,None,33.0,33.0,1.0,1.0
61,dev_0,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
62,dev_0,success,success,gpt-4o,None,4.0,4.0,0.0,0.0
63,dev_0,success,success,gpt-4o,with_deequ,7.0,7.0,0.0,0.0
64,dev_0,success,success,gpt-4o,with_experience,6.0,6.0,0.0,0.0
65,dev_0,success,success,tfdv,None,,,0.0,1.0
66,dev_1,success,success,deequ,None,33.0,33.0,1.0,1.0
67,dev_1,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
68,dev_1,success,success,gpt-4o,None,3.0,3.0,0.0,0.0
69,dev_1,success,success,gpt-4o,with_deequ,2.0,2.0,0.0,0.0
70,dev_1,success,success,gpt-4o,with_experience,2.0,2.0,0.0,0.0
71,dev_1,success,success,tfdv,None,,,0.0,1.0
72,dev_2,success,success,deequ,None,33.0,33.0,1.0,1.0
73,dev_2,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
74,dev_2,success,success,gpt-4o,None,7.0,7.0,0.0,0.0
75,dev_2,success,success,gpt-4o,with_deequ,6.0,6.0,0.0,0.0
76,dev_2,success,success,gpt-4o,with_experience,6.0,6.0,0.0,0.0
77,dev_2,success,success,tfdv,None,,,0.0,1.0
78,dev_3,success,success,deequ,None,33.0,33.0,1.0,1.0
79,dev_3,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
80,dev_3,success,success,gpt-4o,None,4.0,4.0,0.0,0.0
81,dev_3,success,success,gpt-4o,with_deequ,6.0,6.0,0.0,0.0
82,dev_3,success,success,gpt-4o,with_experience,7.0,7.0,0.0,0.0
83,dev_3,success,success,tfdv,None,,,0.0,1.0
84,dev_4,success,success,deequ,None,33.0,33.0,1.0,1.0
85,dev_4,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
86,dev_4,success,success,gpt-4o,None,4.0,4.0,0.0,0.0
87,dev_4,success,success,gpt-4o,with_deequ,6.0,6.0,0.0,0.0
88,dev_4,success,success,gpt-4o,with_experience,4.0,4.0,0.0,0.0
89,dev_4,success,success,tfdv,None,,,0.0,1.0
90,dev_5,success,success,deequ,None,33.0,33.0,1.0,1.0
91,dev_5,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
92,dev_5,success,success,gpt-4o,None,3.0,3.0,0.0,0.0
93,dev_5,success,success,gpt-4o,with_deequ,4.0,4.0,0.0,0.0
94,dev_5,success,success,gpt-4o,with_experience,6.0,6.0,0.0,0.0
95,dev_5,success,success,tfdv,None,,,0.0,1.0
96,dev_6,success,success,deequ,None,33.0,33.0,1.0,1.0
97,dev_6,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
98,dev_6,success,success,gpt-4o,None,3.0,3.0,0.0,0.0
99,dev_6,success,success,gpt-4o,with_deequ,3.0,3.0,0.0,0.0
100,dev_6,success,success,gpt-4o,with_experience,5.0,5.0,0.0,0.0
101,dev_6,success,success,tfdv,None,,,0.0,1.0
102,dev_7,success,success,deequ,None,33.0,33.0,1.0,1.0
103,dev_7,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
104,dev_7,success,success,gpt-4o,None,7.0,7.0,0.0,0.0
105,dev_7,success,success,gpt-4o,with_deequ,8.0,8.0,0.0,0.0
106,dev_7,success,success,gpt-4o,with_experience,7.0,7.0,0.0,0.0
107,dev_7,success,success,tfdv,None,,,0.0,1.0
108,dev_8,success,success,deequ,None,33.0,33.0,1.0,1.0
109,dev_8,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
110,dev_8,success,success,gpt-4o,None,8.0,8.0,0.0,0.0
111,dev_8,success,success,gpt-4o,with_deequ,7.0,7.0,0.0,0.0
112,dev_8,success,success,gpt-4o,with_experience,8.0,8.0,0.0,0.0
113,dev_8,success,success,tfdv,None,,,0.0,1.0
114,dev_9,success,success,deequ,None,33.0,33.0,1.0,1.0
115,dev_9,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
116,dev_9,success,success,gpt-4o,None,3.0,3.0,0.0,0.0
117,dev_9,success,success,gpt-4o,with_deequ,7.0,7.0,0.0,0.0
118,dev_9,success,success,gpt-4o,with_experience,7.0,7.0,0.0,0.0
119,dev_9,success,success,tfdv,None,,,0.0,1.0
120,feature_engineering_0,success,success,deequ,None,33.0,33.0,1.0,1.0
121,feature_engineering_0,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
122,feature_engineering_0,success,success,gpt-4o,None,3.0,3.0,0.0,0.0
123,feature_engineering_0,success,success,gpt-4o,with_deequ,5.0,5.0,0.0,0.0
124,feature_engineering_0,success,success,gpt-4o,with_experience,4.0,4.0,0.0,0.0
125,feature_engineering_0,success,success,tfdv,None,,,0.0,1.0
126,feature_engineering_1,success,success,deequ,None,33.0,33.0,1.0,1.0
127,feature_engineering_1,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
128,feature_engineering_1,success,success,gpt-4o,None,2.0,2.0,0.0,0.0
129,feature_engineering_1,success,success,gpt-4o,with_deequ,4.0,4.0,0.0,0.0
130,feature_engineering_1,success,success,gpt-4o,with_experience,4.0,4.0,0.0,0.0
131,feature_engineering_1,success,success,tfdv,None,,,0.0,1.0
132,feature_engineering_2,error,error,deequ,None,33.0,33.0,1.0,1.0
133,feature_engineering_2,error,error,deequ,column_skipped,30.0,30.0,0.0,0.0
134,feature_engineering_2,error,error,gpt-4o,None,4.0,4.0,0.0,0.0
135,feature_engineering_2,error,error,gpt-4o,with_deequ,3.0,3.0,0.0,0.0
136,feature_engineering_2,error,error,gpt-4o,with_experience,2.0,2.0,0.0,0.0
137,feature_engineering_2,error,error,tfdv,None,,,0.0,1.0
138,feature_engineering_3,success,success,deequ,None,33.0,33.0,1.0,1.0
139,feature_engineering_3,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
140,feature_engineering_3,success,success,gpt-4o,None,4.0,4.0,0.0,0.0
141,feature_engineering_3,success,success,gpt-4o,with_deequ,4.0,4.0,0.0,0.0
142,feature_engineering_3,success,success,gpt-4o,with_experience,4.0,4.0,0.0,0.0
143,feature_engineering_3,success,success,tfdv,None,,,0.0,1.0
144,feature_engineering_4,success,success,deequ,None,33.0,33.0,1.0,1.0
145,feature_engineering_4,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
146,feature_engineering_4,success,success,gpt-4o,None,0.0,0.0,0.0,0.0
147,feature_engineering_4,success,success,gpt-4o,with_deequ,3.0,3.0,0.0,0.0
148,feature_engineering_4,success,success,gpt-4o,with_experience,3.0,3.0,0.0,0.0
149,feature_engineering_4,success,success,tfdv,None,,,0.0,1.0
150,feature_engineering_5,success,success,deequ,None,33.0,33.0,1.0,1.0
151,feature_engineering_5,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
152,feature_engineering_5,success,success,gpt-4o,None,4.0,4.0,0.0,0.0
153,feature_engineering_5,success,success,gpt-4o,with_deequ,5.0,5.0,0.0,0.0
154,feature_engineering_5,success,success,gpt-4o,with_experience,4.0,4.0,0.0,0.0
155,feature_engineering_5,success,success,tfdv,None,,,0.0,1.0
156,feature_engineering_6,success,success,deequ,None,33.0,33.0,1.0,1.0
157,feature_engineering_6,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
158,feature_engineering_6,success,success,gpt-4o,None,2.0,2.0,0.0,0.0
159,feature_engineering_6,success,success,gpt-4o,with_deequ,3.0,3.0,0.0,0.0
160,feature_engineering_6,success,success,gpt-4o,with_experience,4.0,4.0,0.0,0.0
161,feature_engineering_6,success,success,tfdv,None,,,0.0,1.0
162,feature_engineering_7,error,error,deequ,None,33.0,33.0,1.0,1.0
163,feature_engineering_7,error,error,deequ,column_skipped,30.0,30.0,0.0,0.0
164,feature_engineering_7,error,error,gpt-4o,None,1.0,1.0,0.0,0.0
165,feature_engineering_7,error,error,gpt-4o,with_deequ,22.0,22.0,0.0,0.0
166,feature_engineering_7,error,error,gpt-4o,with_experience,4.0,4.0,0.0,0.0
167,feature_engineering_7,error,error,tfdv,None,,,0.0,1.0
168,feature_engineering_8,success,success,deequ,None,33.0,33.0,1.0,1.0
169,feature_engineering_8,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
170,feature_engineering_8,success,success,gpt-4o,None,2.0,2.0,0.0,0.0
171,feature_engineering_8,success,success,gpt-4o,with_deequ,2.0,2.0,0.0,0.0
172,feature_engineering_8,success,success,gpt-4o,with_experience,2.0,2.0,0.0,0.0
173,feature_engineering_8,success,success,tfdv,None,,,0.0,1.0
174,feature_engineering_9,success,success,deequ,None,33.0,33.0,1.0,1.0
175,feature_engineering_9,success,success,deequ,column_skipped,30.0,30.0,0.0,0.0
176,feature_engineering_9,success,success,gpt-4o,None,1.0,1.0,0.0,0.0
177,feature_engineering_9,success,success,gpt-4o,with_deequ,2.0,2.0,0.0,0.0
178,feature_engineering_9,success,success,gpt-4o,with_experience,3.0,3.0,0.0,0.0
179,feature_engineering_9,success,success,tfdv,None,,,0.0,1.0
