,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
51,classification_6,0.7994093165476079,error,gpt-4.5-preview,with_deequ,18,17,0,1
52,classification_6,0.7994093165476079,error,gpt-4.5-preview,with_experience,19,17,1,3
53,classification_6,0.7994093165476079,error,gpt-4o,None,12,12,0,0
54,classification_6,0.7994093165476079,error,gpt-4o,with_deequ,18,17,2,3
55,classification_6,0.7994093165476079,error,gpt-4o,with_experience,16,15,0,1
56,classification_7,0.5932400832410657,error,deequ,None,30,28,1,3
57,classification_7,0.5932400832410657,error,deequ,column_skipped,27,25,0,2
58,classification_7,0.5932400832410657,error,gpt-4.5-preview,None,11,10,0,1
59,classification_7,0.5932400832410657,error,gpt-4.5-preview,with_deequ,13,12,0,1
60,classification_7,0.5932400832410657,error,gpt-4.5-preview,with_experience,14,12,0,2
61,classification_7,0.5932400832410657,error,gpt-4o,None,11,10,0,1
62,classification_7,0.5932400832410657,error,gpt-4o,with_deequ,11,10,2,3
63,classification_7,0.5932400832410657,error,gpt-4o,with_experience,10,9,1,2
64,classification_8,0.8005336741069173,error,deequ,None,30,28,1,3
65,classification_8,0.8005336741069173,error,deequ,column_skipped,27,25,0,2
66,classification_8,0.8005336741069173,error,gpt-4.5-preview,None,16,15,0,1
67,classification_8,0.8005336741069173,error,gpt-4.5-preview,with_deequ,21,20,0,1
68,classification_8,0.8005336741069173,error,gpt-4o,None,8,8,0,0
69,classification_8,0.8005336741069173,error,gpt-4o,with_deequ,18,17,0,1
70,classification_8,0.8005336741069173,error,gpt-4o,with_experience,14,14,0,0
71,classification_9,0.6975205263776055,error,deequ,None,30,28,1,3
72,classification_9,0.6975205263776055,error,deequ,column_skipped,27,25,0,2
73,classification_9,0.6975205263776055,error,gpt-4.5-preview,None,10,9,0,1
74,classification_9,0.6975205263776055,error,gpt-4.5-preview,with_deequ,12,11,0,1
75,classification_9,0.6975205263776055,error,gpt-4o,None,5,5,0,0
76,classification_9,0.6975205263776055,error,gpt-4o,with_deequ,12,11,0,1
77,classification_9,0.6975205263776055,error,gpt-4o,with_experience,10,9,0,1
78,regression_0,,,deequ,None,30,28,1,3
79,regression_0,,,deequ,column_skipped,27,25,0,2
80,regression_0,,,gpt-4o,None,7,7,0,0
81,regression_0,,,gpt-4o,with_deequ,17,16,0,1
82,regression_0,,,gpt-4o,with_experience,12,11,0,1
83,regression_1,,,deequ,None,30,28,1,3
84,regression_1,,,deequ,column_skipped,27,25,0,2
85,regression_1,,,gpt-4o,None,12,11,0,1
86,regression_1,,,gpt-4o,with_deequ,10,9,1,2
87,regression_1,,,gpt-4o,with_experience,23,21,1,3
88,regression_2,,,deequ,None,30,28,1,3
89,regression_2,,,deequ,column_skipped,27,25,0,2
90,regression_2,,,gpt-4o,None,10,9,1,2
91,regression_2,,,gpt-4o,with_deequ,22,20,3,5
92,regression_2,,,gpt-4o,with_experience,19,18,2,3
93,regression_3,,,deequ,None,30,28,1,3
94,regression_3,,,deequ,column_skipped,27,25,0,2
95,regression_3,,,gpt-4o,None,5,5,0,0
96,regression_3,,,gpt-4o,with_deequ,14,13,0,1
97,regression_3,,,gpt-4o,with_experience,10,9,0,1
98,regression_4,,,deequ,None,30,28,1,3
99,regression_4,,,deequ,column_skipped,27,25,0,2
100,regression_4,,,gpt-4o,None,6,6,0,0
101,regression_4,,,gpt-4o,with_deequ,13,12,0,1
102,regression_4,,,gpt-4o,with_experience,12,11,0,1
