id,Age,age_bucket
33836,18,young_adult
33837,52,mid_senior
33838,18,young_adult
33839,37,adult
33840,74,senior
33841,24,young_adult
33842,79,senior
33843,63,mid_senior
33844,78,senior
33845,53,mid_senior
33846,79,senior
33847,60,mid_senior
33848,54,mid_senior
33849,31,adult
33850,17,child
33851,119,senior
33852,39,adult
33853,58,mid_senior
33854,36,adult
33855,27,young_adult
33856,22,young_adult
33857,-4,child
33858,72,senior
33859,75,senior
33860,-28,child
33861,55,mid_senior
33862,80,senior
33863,22,young_adult
33864,40,adult
33865,22,young_adult
33866,67,senior
33867,65,senior
33868,69,senior
33869,43,adult
33870,65,senior
33871,37,adult
33872,82,senior
33873,56,mid_senior
33874,85,senior
33875,42,adult
33876,57,mid_senior
33877,37,adult
33878,10,child
33879,29,young_adult
33880,70,senior
33881,38,adult
33882,23,young_adult
33883,32,adult
33884,41,adult
33885,19,young_adult
33886,68,senior
33887,162,senior
33888,80,senior
33889,78,senior
33890,38,adult
33891,46,adult
33892,58,mid_senior
33893,19,young_adult
33894,-33,child
33895,53,mid_senior
33896,40,adult
33897,74,senior
33898,47,adult
33899,77,senior
33900,78,senior
33901,49,adult
33902,39,adult
33903,34,adult
33904,38,adult
33905,24,young_adult
33906,92,senior
33907,46,adult
33908,64,mid_senior
33909,168,senior
33910,73,senior
33911,91,senior
33912,19,young_adult
33913,30,young_adult
33914,-36,child
33915,122,senior
33916,49,adult
33917,37,adult
33918,28,young_adult
33919,38,adult
33920,43,adult
33921,29,young_adult
33922,67,senior
33923,65,senior
33924,49,adult
33925,38,adult
33926,43,adult
33927,45,adult
33928,18,young_adult
33929,8,child
33930,130,senior
33931,78,senior
33932,51,mid_senior
33933,25,young_adult
33934,48,adult
33935,16,child
33936,69,senior
33937,23,young_adult
33938,55,mid_senior
33939,106,senior
33940,42,adult
33941,48,adult
33942,22,young_adult
33943,45,adult
33944,81,senior
33945,58,mid_senior
33946,74,senior
33947,72,senior
33948,118,senior
33949,20,young_adult
33950,66,senior
33951,56,mid_senior
33952,26,young_adult
33953,56,mid_senior
33954,83,senior
33955,77,senior
33956,76,senior
33957,48,adult
33958,37,adult
33959,33,adult
33960,32,adult
33961,18,young_adult
33962,141,senior
33963,50,adult
33964,-44,child
33965,32,adult
33966,85,senior
33967,33,adult
33968,26,young_adult
33969,82,senior
33970,90,senior
33971,67,senior
33972,48,adult
33973,29,young_adult
33974,74,senior
33975,49,adult
33976,19,young_adult
33977,22,young_adult
33978,57,mid_senior
33979,25,young_adult
33980,100,senior
33981,114,senior
33982,48,adult
33983,32,adult
33984,39,adult
33985,39,adult
33986,51,mid_senior
33987,31,adult
33988,64,mid_senior
33989,71,senior
33990,57,mid_senior
33991,57,mid_senior
33992,18,young_adult
33993,35,adult
33994,-1,child
33995,108,senior
33996,55,mid_senior
33997,11,child
33998,75,senior
33999,80,senior
34000,79,senior
34001,57,mid_senior
34002,-61,child
34003,45,adult
34004,73,senior
34005,21,young_adult
34006,79,senior
34007,76,senior
34008,81,senior
34009,40,adult
34010,46,adult
34011,22,young_adult
34012,68,senior
34013,84,senior
34014,76,senior
34015,77,senior
34016,80,senior
34017,85,senior
34018,52,mid_senior
34019,0,child
34020,27,young_adult
34021,57,mid_senior
34022,81,senior
34023,76,senior
34024,20,young_adult
34025,75,senior
34026,85,senior
34027,46,adult
34028,-47,child
34029,78,senior
34030,27,young_adult
34031,81,senior
34032,65,senior
34033,-63,child
34034,73,senior
34035,81,senior
34036,10,child
34037,109,senior
34038,12,child
34039,30,young_adult
34040,161,senior
34041,65,senior
34042,65,senior
34043,81,senior
34044,36,adult
34045,-7,child
34046,83,senior
34047,57,mid_senior
34048,2,child
34049,47,adult
34050,27,young_adult
34051,46,adult
34052,44,adult
34053,20,young_adult
34054,25,young_adult
34055,35,adult
34056,35,adult
34057,34,adult
34058,68,senior
34059,97,senior
34060,124,senior
34061,51,mid_senior
34062,71,senior
34063,44,adult
34064,35,adult
34065,72,senior
34066,27,young_adult
34067,2,child
34068,85,senior
34069,42,adult
34070,42,adult
34071,20,young_adult
34072,50,adult
34073,67,senior
34074,76,senior
34075,76,senior
34076,26,young_adult
34077,25,young_adult
34078,78,senior
34079,23,young_adult
34080,22,young_adult
34081,23,young_adult
34082,4,child
34083,85,senior
34084,85,senior
34085,33,adult
34086,85,senior
34087,84,senior
34088,59,mid_senior
34089,38,adult
34090,70,senior
34091,52,mid_senior
34092,49,adult
34093,83,senior
34094,55,mid_senior
34095,87,senior
34096,40,adult
34097,36,adult
34098,36,adult
34099,32,adult
34100,43,adult
34101,89,senior
34102,5,child
34103,50,adult
34104,40,adult
34105,23,young_adult
34106,60,mid_senior
34107,20,young_adult
34108,82,senior
34109,66,senior
34110,51,mid_senior
34111,37,adult
34112,121,senior
34113,42,adult
34114,36,adult
34115,20,young_adult
34116,61,mid_senior
34117,43,adult
34118,135,senior
34119,67,senior
34120,10,child
34121,61,mid_senior
34122,1,child
34123,101,senior
34124,35,adult
34125,55,mid_senior
34126,51,mid_senior
34127,15,child
34128,49,adult
34129,68,senior
34130,19,young_adult
34131,34,adult
34132,36,adult
34133,74,senior
34134,24,young_adult
34135,51,mid_senior
34136,35,adult
34137,47,adult
34138,50,adult
34139,126,senior
34140,48,adult
34141,74,senior
34142,63,mid_senior
34143,44,adult
34144,75,senior
34145,64,mid_senior
34146,49,adult
34147,58,mid_senior
34148,59,mid_senior
34149,24,young_adult
34150,39,adult
34151,45,adult
34152,82,senior
34153,74,senior
34154,75,senior
34155,53,mid_senior
34156,131,senior
34157,30,young_adult
34158,-1,child
34159,88,senior
34160,65,senior
34161,47,adult
34162,63,mid_senior
34163,29,young_adult
34164,25,young_adult
34165,103,senior
34166,24,young_adult
34167,41,adult
34168,27,young_adult
34169,47,adult
34170,80,senior
34171,25,young_adult
34172,32,adult
34173,83,senior
34174,61,mid_senior
34175,29,young_adult
34176,23,young_adult
34177,40,adult
34178,83,senior
34179,50,adult
34180,44,adult
34181,76,senior
34182,83,senior
34183,28,young_adult
34184,25,young_adult
34185,64,mid_senior
34186,21,young_adult
34187,45,adult
34188,-1,child
34189,69,senior
34190,81,senior
34191,43,adult
34192,25,young_adult
34193,18,young_adult
34194,48,adult
34195,35,adult
34196,78,senior
34197,78,senior
34198,26,young_adult
34199,31,adult
34200,8,child
34201,69,senior
34202,38,adult
34203,152,senior
34204,24,young_adult
34205,26,young_adult
34206,22,young_adult
34207,53,mid_senior
34208,16,child
34209,58,mid_senior
34210,47,adult
34211,31,adult
34212,122,senior
34213,65,senior
34214,51,mid_senior
34215,80,senior
34216,-15,child
34217,56,mid_senior
34218,34,adult
34219,15,child
34220,97,senior
34221,23,young_adult
34222,15,child
34223,41,adult
34224,78,senior
34225,65,senior
34226,79,senior
34227,104,senior
34228,85,senior
34229,44,adult
34230,61,mid_senior
34231,19,young_adult
34232,57,mid_senior
34233,44,adult
34234,19,young_adult
34235,23,young_adult
34236,105,senior
34237,44,adult
34238,82,senior
34239,25,young_adult
34240,86,senior
34241,73,senior
34242,54,mid_senior
34243,85,senior
34244,79,senior
34245,80,senior
34246,63,mid_senior
34247,35,adult
34248,78,senior
34249,20,young_adult
34250,53,mid_senior
34251,61,mid_senior
34252,10,child
34253,30,young_adult
34254,53,mid_senior
34255,51,mid_senior
34256,55,mid_senior
34257,68,senior
34258,48,adult
34259,17,child
34260,28,young_adult
34261,81,senior
34262,73,senior
34263,54,mid_senior
34264,35,adult
34265,20,young_adult
34266,-51,child
34267,73,senior
34268,75,senior
34269,21,young_adult
34270,85,senior
34271,49,adult
34272,70,senior
34273,3,child
34274,56,mid_senior
34275,99,senior
34276,76,senior
34277,66,senior
34278,66,senior
34279,19,young_adult
34280,65,senior
34281,35,adult
34282,18,young_adult
34283,1,child
34284,61,mid_senior
34285,66,senior
34286,-92,child
34287,71,senior
34288,19,young_adult
34289,55,mid_senior
34290,83,senior
34291,58,mid_senior
34292,54,mid_senior
34293,37,adult
34294,41,adult
34295,72,senior
34296,47,adult
34297,46,adult
34298,28,young_adult
34299,82,senior
34300,36,adult
34301,19,young_adult
34302,34,adult
34303,38,adult
34304,66,senior
34305,-36,child
34306,29,young_adult
34307,65,senior
34308,8,child
34309,44,adult
34310,26,young_adult
34311,61,mid_senior
34312,69,senior
34313,50,adult
34314,4,child
34315,17,child
34316,70,senior
34317,74,senior
34318,81,senior
34319,25,young_adult
34320,49,adult
34321,68,senior
34322,70,senior
34323,62,mid_senior
34324,48,adult
34325,17,child
34326,23,young_adult
34327,79,senior
34328,82,senior
34329,48,adult
34330,60,mid_senior
34331,46,adult
34332,35,adult
34333,25,young_adult
34334,63,mid_senior
34335,73,senior
34336,59,mid_senior
34337,7,child
34338,33,adult
34339,20,young_adult
34340,60,mid_senior
34341,43,adult
34342,85,senior
34343,38,adult
34344,64,mid_senior
34345,66,senior
34346,51,mid_senior
34347,50,adult
34348,32,adult
34349,25,young_adult
34350,82,senior
34351,76,senior
34352,62,mid_senior
34353,4,child
34354,18,young_adult
34355,38,adult
34356,53,mid_senior
34357,21,young_adult
34358,59,mid_senior
34359,-5,child
34360,21,young_adult
34361,33,adult
34362,72,senior
34363,57,mid_senior
34364,42,adult
34365,-28,child
34366,60,mid_senior
34367,69,senior
34368,58,mid_senior
34369,74,senior
34370,-28,child
34371,52,mid_senior
34372,78,senior
34373,81,senior
34374,49,adult
34375,125,senior
34376,30,young_adult
34377,134,senior
34378,66,senior
34379,78,senior
34380,54,mid_senior
34381,67,senior
34382,28,young_adult
34383,76,senior
34384,63,mid_senior
34385,42,adult
34386,46,adult
34387,56,mid_senior
34388,53,mid_senior
34389,60,mid_senior
34390,42,adult
34391,51,mid_senior
34392,26,young_adult
34393,73,senior
34394,66,senior
34395,60,mid_senior
34396,25,young_adult
34397,37,adult
34398,97,senior
34399,45,adult
34400,36,adult
34401,24,young_adult
34402,44,adult
34403,81,senior
34404,25,young_adult
34405,53,mid_senior
34406,52,mid_senior
34407,70,senior
34408,24,young_adult
34409,36,adult
34410,28,young_adult
34411,59,mid_senior
34412,-27,child
34413,54,mid_senior
34414,65,senior
34415,145,senior
34416,57,mid_senior
34417,-1,child
34418,-42,child
34419,46,adult
34420,65,senior
34421,69,senior
34422,43,adult
34423,82,senior
34424,83,senior
34425,57,mid_senior
34426,167,senior
34427,53,mid_senior
34428,45,adult
34429,72,senior
34430,65,senior
34431,58,mid_senior
34432,97,senior
34433,38,adult
34434,72,senior
34435,122,senior
34436,78,senior
34437,32,adult
34438,83,senior
34439,79,senior
34440,72,senior
34441,-10,child
34442,58,mid_senior
34443,54,mid_senior
34444,39,adult
34445,71,senior
34446,64,mid_senior
34447,55,mid_senior
34448,53,mid_senior
34449,20,young_adult
34450,24,young_adult
34451,42,adult
34452,33,adult
34453,62,mid_senior
34454,21,young_adult
34455,-17,child
34456,75,senior
34457,46,adult
34458,29,young_adult
34459,42,adult
34460,40,adult
34461,39,adult
34462,-10,child
34463,51,mid_senior
34464,54,mid_senior
34465,65,senior
34466,64,mid_senior
34467,23,young_adult
34468,54,mid_senior
34469,1,child
34470,75,senior
34471,80,senior
34472,35,adult
34473,23,young_adult
34474,62,mid_senior
34475,33,adult
34476,49,adult
34477,46,adult
34478,20,young_adult
34479,13,child
34480,33,adult
34481,82,senior
34482,25,young_adult
34483,72,senior
34484,74,senior
34485,29,young_adult
34486,20,young_adult
34487,30,young_adult
34488,21,young_adult
34489,111,senior
34490,24,young_adult
34491,82,senior
34492,56,mid_senior
34493,75,senior
34494,158,senior
34495,85,senior
34496,67,senior
34497,79,senior
34498,34,adult
34499,70,senior
34500,111,senior
34501,57,mid_senior
34502,78,senior
34503,73,senior
34504,18,young_adult
34505,54,mid_senior
34506,84,senior
34507,26,young_adult
34508,45,adult
34509,71,senior
34510,42,adult
34511,116,senior
34512,78,senior
34513,90,senior
34514,19,young_adult
34515,36,adult
34516,33,adult
34517,76,senior
34518,22,young_adult
34519,69,senior
34520,56,mid_senior
34521,73,senior
34522,52,mid_senior
34523,74,senior
34524,48,adult
34525,11,child
34526,23,young_adult
34527,56,mid_senior
34528,78,senior
34529,20,young_adult
34530,18,young_adult
34531,93,senior
34532,27,young_adult
34533,89,senior
34534,24,young_adult
34535,74,senior
34536,29,young_adult
34537,144,senior
34538,76,senior
34539,28,young_adult
34540,44,adult
34541,59,mid_senior
34542,46,adult
34543,37,adult
34544,69,senior
34545,7,child
34546,56,mid_senior
34547,60,mid_senior
34548,98,senior
34549,19,young_adult
34550,78,senior
34551,70,senior
34552,27,young_adult
34553,26,young_adult
34554,33,adult
34555,49,adult
34556,-6,child
34557,39,adult
34558,39,adult
34559,21,young_adult
34560,27,young_adult
34561,62,mid_senior
34562,80,senior
34563,44,adult
34564,31,adult
34565,53,mid_senior
34566,92,senior
34567,75,senior
34568,64,mid_senior
34569,55,mid_senior
34570,60,mid_senior
34571,5,child
34572,56,mid_senior
34573,33,adult
34574,41,adult
34575,24,young_adult
34576,53,mid_senior
34577,84,senior
34578,64,mid_senior
34579,51,mid_senior
34580,17,child
34581,69,senior
34582,47,adult
34583,85,senior
34584,79,senior
34585,57,mid_senior
34586,128,senior
34587,80,senior
34588,10,child
34589,64,mid_senior
34590,21,young_adult
34591,80,senior
34592,60,mid_senior
34593,34,adult
34594,85,senior
34595,27,young_adult
34596,43,adult
34597,55,mid_senior
34598,29,young_adult
34599,40,adult
34600,91,senior
34601,75,senior
34602,72,senior
34603,64,mid_senior
34604,37,adult
34605,58,mid_senior
34606,55,mid_senior
34607,48,adult
34608,45,adult
34609,33,adult
34610,18,young_adult
34611,44,adult
34612,51,mid_senior
34613,70,senior
34614,55,mid_senior
34615,34,adult
34616,107,senior
34617,104,senior
34618,140,senior
34619,33,adult
34620,69,senior
34621,40,adult
34622,73,senior
34623,75,senior
34624,32,adult
34625,23,young_adult
34626,73,senior
34627,39,adult
34628,82,senior
34629,24,young_adult
34630,45,adult
34631,56,mid_senior
34632,34,adult
34633,7,child
34634,30,young_adult
34635,85,senior
34636,5,child
34637,45,adult
34638,39,adult
34639,116,senior
34640,59,mid_senior
34641,85,senior
34642,77,senior
34643,53,mid_senior
34644,19,young_adult
34645,51,mid_senior
34646,32,adult
34647,73,senior
34648,48,adult
34649,74,senior
34650,21,young_adult
34651,63,mid_senior
34652,77,senior
34653,49,adult
34654,28,young_adult
34655,88,senior
34656,52,mid_senior
34657,52,mid_senior
34658,97,senior
34659,43,adult
34660,37,adult
34661,85,senior
34662,113,senior
34663,64,mid_senior
34664,137,senior
34665,82,senior
34666,76,senior
34667,66,senior
34668,42,adult
34669,117,senior
34670,71,senior
34671,37,adult
34672,37,adult
34673,77,senior
34674,47,adult
34675,42,adult
34676,60,mid_senior
34677,29,young_adult
34678,12,child
34679,28,young_adult
34680,68,senior
34681,19,young_adult
34682,26,young_adult
34683,72,senior
34684,24,young_adult
34685,30,young_adult
34686,67,senior
34687,28,young_adult
34688,68,senior
34689,46,adult
34690,69,senior
34691,48,adult
34692,58,mid_senior
34693,78,senior
34694,104,senior
34695,24,young_adult
34696,70,senior
34697,61,mid_senior
34698,-11,child
34699,51,mid_senior
34700,73,senior
34701,53,mid_senior
34702,65,senior
34703,22,young_adult
34704,55,mid_senior
34705,37,adult
34706,67,senior
34707,18,young_adult
34708,56,mid_senior
34709,-6,child
34710,30,young_adult
34711,41,adult
34712,62,mid_senior
34713,77,senior
34714,24,young_adult
34715,71,senior
34716,54,mid_senior
34717,67,senior
34718,34,adult
34719,47,adult
34720,65,senior
34721,77,senior
34722,65,senior
34723,69,senior
34724,22,young_adult
34725,79,senior
34726,67,senior
34727,32,adult
34728,76,senior
34729,25,young_adult
34730,63,mid_senior
34731,54,mid_senior
34732,81,senior
34733,29,young_adult
34734,37,adult
34735,47,adult
34736,57,mid_senior
34737,47,adult
34738,61,mid_senior
34739,8,child
34740,54,mid_senior
34741,104,senior
34742,17,child
34743,-34,child
34744,73,senior
34745,46,adult
34746,63,mid_senior
34747,38,adult
34748,67,senior
34749,18,young_adult
34750,81,senior
34751,81,senior
34752,73,senior
34753,60,mid_senior
34754,30,young_adult
34755,44,adult
34756,30,young_adult
34757,61,mid_senior
34758,21,young_adult
34759,55,mid_senior
34760,132,senior
34761,53,mid_senior
34762,4,child
34763,11,child
34764,39,adult
34765,19,young_adult
34766,8,child
34767,67,senior
34768,33,adult
34769,30,young_adult
34770,20,young_adult
34771,50,adult
34772,19,young_adult
34773,82,senior
34774,70,senior
34775,49,adult
34776,73,senior
34777,64,mid_senior
34778,25,young_adult
34779,79,senior
34780,57,mid_senior
34781,82,senior
34782,78,senior
34783,46,adult
34784,44,adult
34785,31,adult
34786,44,adult
34787,53,mid_senior
34788,69,senior
34789,29,young_adult
34790,60,mid_senior
34791,81,senior
34792,69,senior
34793,31,adult
34794,39,adult
34795,57,mid_senior
34796,79,senior
34797,42,adult
34798,48,adult
34799,22,young_adult
34800,54,mid_senior
34801,61,mid_senior
34802,51,mid_senior
34803,28,young_adult
34804,40,adult
34805,27,young_adult
34806,36,adult
34807,99,senior
34808,72,senior
34809,-30,child
34810,35,adult
34811,54,mid_senior
34812,72,senior
34813,33,adult
34814,73,senior
34815,75,senior
34816,62,mid_senior
34817,52,mid_senior
34818,-3,child
34819,24,young_adult
34820,17,child
34821,42,adult
34822,109,senior
34823,47,adult
34824,76,senior
34825,59,mid_senior
34826,34,adult
34827,34,adult
34828,60,mid_senior
34829,22,young_adult
34830,69,senior
34831,-78,child
34832,71,senior
34833,79,senior
34834,61,mid_senior
34835,46,adult
34836,67,senior
34837,52,mid_senior
34838,24,young_adult
34839,105,senior
34840,57,mid_senior
34841,45,adult
34842,-49,child
34843,52,mid_senior
34844,18,young_adult
34845,11,child
34846,33,adult
34847,45,adult
34848,37,adult
34849,49,adult
34850,68,senior
34851,142,senior
34852,49,adult
34853,65,senior
34854,9,child
34855,32,adult
34856,70,senior
34857,140,senior
34858,75,senior
34859,24,young_adult
34860,31,adult
34861,76,senior
34862,131,senior
34863,17,child
34864,45,adult
34865,41,adult
34866,24,young_adult
34867,53,mid_senior
34868,83,senior
34869,47,adult
34870,62,mid_senior
34871,40,adult
34872,44,adult
34873,66,senior
34874,110,senior
34875,63,mid_senior
34876,41,adult
34877,69,senior
34878,81,senior
34879,34,adult
34880,116,senior
34881,94,senior
34882,29,young_adult
34883,82,senior
34884,82,senior
34885,-16,child
34886,60,mid_senior
34887,60,mid_senior
