emp_length,grade_segment,total_loans,avg_interest_rate,defaults,default_percentage
-7.6110178734594065,B,1,12.53,1.0,100.0
-7.5357891390195295,B,1,12.18,1.0,100.0
-7.300315109415491,C,1,13.49,1.0,100.0
-7.258590432884395,B,1,10.99,1.0,100.0
-7.219440859931561,E,1,16.45,1.0,100.0
-7.205100454615739,D,1,15.62,1.0,100.0
-7.158695935147881,A,1,8.9,1.0,100.0
-7.094496306462201,B,1,11.36,1.0,100.0
-7.072674429481726,D,1,16.29,1.0,100.0
-6.998512402918745,C,1,13.49,1.0,100.0
-6.9786557431768195,missing,1,12.18,1.0,100.0
-6.934889084340784,A,1,7.9,1.0,100.0
-6.885041003623517,A,1,5.42,1.0,100.0
-6.870301753808391,missing,1,10.0,1.0,100.0
-6.868682029805283,B,1,10.37,1.0,100.0
-6.72172790609934,E,1,17.99,1.0,100.0
-6.685527816705759,C,1,15.27,1.0,100.0
-6.434169064581996,missing,1,14.96,1.0,100.0
-6.336492941249141,E,1,16.45,1.0,100.0
-6.309311178208402,D,1,16.7,1.0,100.0
-6.303027682310303,missing,1,16.07,1.0,100.0
-5.981802893056784,E,1,15.68,1.0,100.0
-5.922709671374143,E,1,16.32,1.0,100.0
-5.84670283684698,B,1,10.99,1.0,100.0
-5.828645642238207,D,1,16.02,1.0,100.0
-5.728981169130012,E,1,17.19,1.0,100.0
-5.71178919060409,B,1,12.69,1.0,100.0
-5.691888562385281,D,1,14.96,1.0,100.0
-5.51342503475161,C,1,13.85,1.0,100.0
-5.463976344733038,C,1,13.57,1.0,100.0
-5.299460721950292,A,1,6.62,1.0,100.0
-5.188940879958896,D,1,15.21,1.0,100.0
-5.17664016878652,D,1,15.65,1.0,100.0
-5.150472563741069,E,1,16.32,1.0,100.0
-5.132120760359525,D,1,15.95,1.0,100.0
-5.103952582950635,B,1,9.76,1.0,100.0
-5.081043322923094,B,1,12.69,1.0,100.0
-5.0432795210081025,C,1,13.8,1.0,100.0
-5.0146218816278925,A,1,7.29,1.0,100.0
-4.940838012154462,B,1,11.83,1.0,100.0
-4.925144748840089,A,1,8.49,1.0,100.0
-4.807084985596797,E,1,16.95,1.0,100.0
-4.736833619835277,D,1,16.0,1.0,100.0
-4.712255210982456,missing,1,13.06,1.0,100.0
-4.661453820976556,D,1,14.96,1.0,100.0
-4.612431349428538,F,1,18.43,1.0,100.0
-4.524990900095811,B,1,9.99,1.0,100.0
-4.492605750429313,B,1,11.49,1.0,100.0
-4.454318926027957,D,1,14.96,1.0,100.0
-4.4292631824330115,A,1,8.49,1.0,100.0
-4.342777649811146,E,1,16.4,1.0,100.0
-4.3299392217700365,A,1,8.94,1.0,100.0
-4.23598972341973,D,1,13.24,1.0,100.0
-4.198740348480148,A,1,8.9,1.0,100.0
-4.178713556370764,missing,1,17.04,1.0,100.0
-4.173502933446423,B,1,10.38,1.0,100.0
-4.129485570532123,D,1,15.95,1.0,100.0
-4.126901871988402,D,1,15.05,1.0,100.0
-4.119907523442738,B,1,10.99,1.0,100.0
-4.041025330101,C,1,13.43,1.0,100.0
-4.036935730597071,missing,1,15.21,1.0,100.0
-4.007185491613475,D,1,15.65,1.0,100.0
-4.006522987745917,E,1,14.75,1.0,100.0
-3.876500550369242,B,1,9.45,1.0,100.0
-3.845256602277913,D,1,14.91,1.0,100.0
-3.8431658542017617,B,1,12.18,1.0,100.0
-3.8281726881709606,C,1,12.23,1.0,100.0
-3.8110984683535847,A,1,7.29,1.0,100.0
-3.7171123927150624,B,1,11.71,1.0,100.0
-3.6939469259888105,D,1,15.28,1.0,100.0
-3.637905960184619,D,1,14.59,1.0,100.0
-3.6212903492539765,D,1,14.83,1.0,100.0
-3.609199118103046,E,1,18.39,1.0,100.0
-3.588209738500881,A,1,9.63,1.0,100.0
-3.52351799434709,D,1,14.96,1.0,100.0
-3.4858639601696044,missing,1,12.61,1.0,100.0
-3.471260785208313,C,1,14.26,1.0,100.0
-3.4543377575053817,missing,1,14.26,1.0,100.0
-3.4185595575541905,E,1,16.4,1.0,100.0
-3.408663356307776,D,1,15.58,1.0,100.0
-3.4062341914921292,B,1,11.46,1.0,100.0
-3.37535749760257,D,1,16.49,1.0,100.0
-3.3751821389794276,missing,1,13.43,1.0,100.0
-3.33938617038001,D,1,15.95,1.0,100.0
-3.320940604298328,C,1,13.16,1.0,100.0
-3.2280939363972614,D,1,16.49,1.0,100.0
-3.0303364499448895,D,1,15.58,1.0,100.0
-2.9837290895661592,D,1,15.62,1.0,100.0
-2.9285726260573095,C,1,14.35,1.0,100.0
-2.8947291188471636,B,1,11.36,1.0,100.0
-2.8461457524680247,missing,1,13.23,1.0,100.0
-2.7653739559755945,C,1,11.78,1.0,100.0
-2.664746466653548,E,1,17.93,1.0,100.0
-2.6219917787117213,D,1,15.58,1.0,100.0
-2.604336165156737,C,1,13.23,1.0,100.0
-2.458035567156078,B,1,9.63,1.0,100.0
-2.427451442204612,D,1,14.96,1.0,100.0
-2.4035069538221325,B,1,11.86,1.0,100.0
-2.34960163163027,B,1,10.99,1.0,100.0
-2.3353333574710384,D,1,15.95,1.0,100.0
-2.3313364073564093,A,1,6.54,1.0,100.0
-2.314894361090732,C,1,13.35,1.0,100.0
-2.148745864138429,A,1,7.66,1.0,100.0
-2.1163799206423066,C,1,11.34,1.0,100.0
-2.049017901281234,E,1,19.03,1.0,100.0
-1.970452053968426,A,1,6.54,1.0,100.0
-1.9145068870350648,C,1,13.22,1.0,100.0
-1.875993238279423,D,1,14.84,1.0,100.0
-1.8665501913362732,D,1,14.96,1.0,100.0
-1.8343620918988472,C,1,13.85,1.0,100.0
-1.832293240343818,A,1,9.63,1.0,100.0
-1.7926410009005416,D,1,14.96,1.0,100.0
-1.7751997898937164,E,1,16.32,1.0,100.0
-1.7620709910964283,D,1,14.42,1.0,100.0
-1.7584402668210952,B,1,10.37,1.0,100.0
-1.7534860865590947,C,1,13.11,1.0,100.0
-1.71690561799962,A,1,7.88,1.0,100.0
-1.5511836513300734,B,1,10.71,1.0,100.0
-1.5228186187623978,missing,1,13.61,1.0,100.0
-1.4643373509916247,D,1,14.61,1.0,100.0
-1.433719152591784,D,1,14.84,1.0,100.0
-1.419173612114066,A,1,6.62,1.0,100.0
-1.2865359750838703,C,1,12.84,1.0,100.0
-1.0524969582421335,D,1,14.42,1.0,100.0
-1.0137500709149228,B,1,11.71,1.0,100.0
-0.977372377454801,C,1,12.84,1.0,100.0
-0.899607242025457,B,1,9.99,1.0,100.0
-0.8720408360946923,missing,1,11.71,1.0,100.0
-0.8504207037470981,C,1,14.27,1.0,100.0
-0.8035793358034291,B,1,10.0,1.0,100.0
-0.7577035897205864,A,1,7.49,1.0,100.0
-0.7463670344466012,D,1,14.09,1.0,100.0
-0.7360156897893733,D,1,12.61,1.0,100.0
-0.5936900944984274,D,1,14.91,1.0,100.0
-0.5914934050694054,C,1,13.22,1.0,100.0
-0.5774019663398295,C,1,13.49,1.0,100.0
-0.45021085448982223,B,1,11.26,1.0,100.0
-0.44180579953160953,D,1,14.74,1.0,100.0
-0.42252944199841824,A,1,7.49,1.0,100.0
-0.29087554644824065,D,1,14.09,1.0,100.0
-0.2832824946587258,missing,1,21.36,1.0,100.0
-0.26945023323448314,A,1,5.99,1.0,100.0
-0.25588534901179205,D,1,15.33,1.0,100.0
-0.24250947644385112,D,1,14.59,1.0,100.0
-0.16620700184256493,B,1,9.76,1.0,100.0
-0.1424669594613075,G,1,20.48,1.0,100.0
-0.11682431428384721,missing,1,13.22,1.0,100.0
-0.09677045499778814,A,1,8.49,1.0,100.0
-0.06025519018805925,A,1,6.54,1.0,100.0
0.0,F,3,19.07,3.0,100.0
0.0627366500924742,E,1,16.45,1.0,100.0
0.07483676961146535,A,1,7.51,1.0,100.0
0.12796705581738443,missing,1,16.02,1.0,100.0
0.13887396349918557,E,1,15.95,1.0,100.0
0.14409441058339834,B,1,10.99,1.0,100.0
0.20332586277981735,A,1,7.29,1.0,100.0
0.24620058591115934,C,1,13.16,1.0,100.0
0.3133277834012329,E,1,16.35,1.0,100.0
0.3495508375094052,A,1,6.62,1.0,100.0
0.475730986751846,B,1,11.11,1.0,100.0
0.49188296650618835,D,1,16.29,1.0,100.0
0.5574084661017302,C,1,13.48,1.0,100.0
0.5788325605442229,C,1,13.22,1.0,100.0
0.6492801119165392,D,1,15.21,1.0,100.0
0.6589414529791613,D,1,15.62,1.0,100.0
0.6664118879652423,A,1,6.17,1.0,100.0
0.6787077184308767,A,1,5.42,1.0,100.0
0.7142634719760379,C,1,12.68,1.0,100.0
0.7484885358754318,D,1,14.09,1.0,100.0
0.7514396216230466,missing,1,16.0,1.0,100.0
0.7674344522081249,E,1,16.0,1.0,100.0
0.8142170041048862,D,1,14.59,1.0,100.0
0.8400350700034718,missing,1,9.91,1.0,100.0
0.8512032859994281,C,1,13.57,1.0,100.0
0.8780680808960373,B,1,9.88,1.0,100.0
0.9487892471457045,B,1,12.42,1.0,100.0
0.9772558569629509,D,1,18.25,1.0,100.0
0.9973528936352358,B,1,11.83,1.0,100.0
1.0,G,2,20.13,2.0,100.0
1.0082711866000316,A,1,7.29,1.0,100.0
1.020685659477505,D,1,15.62,1.0,100.0
1.1306504467341632,missing,1,16.77,1.0,100.0
1.1371569414319116,B,1,12.69,1.0,100.0
1.1755355654385915,missing,1,15.65,1.0,100.0
1.197003964374451,B,1,10.36,1.0,100.0
1.2158097373585663,B,1,11.48,1.0,100.0
1.2363553943223238,B,1,10.36,1.0,100.0
1.2646391477015397,B,1,10.74,1.0,100.0
1.345449722008269,missing,1,5.42,1.0,100.0
1.3687482064626264,E,1,16.35,1.0,100.0
1.389025800653135,D,1,15.05,1.0,100.0
1.3905379603536447,D,1,15.62,1.0,100.0
1.4152754287990719,A,1,6.62,1.0,100.0
1.4225676833733187,missing,1,16.45,1.0,100.0
1.4320482638717473,D,1,14.61,1.0,100.0
1.4504119161663644,A,1,8.94,1.0,100.0
1.457180845324358,D,1,18.25,1.0,100.0
1.4839893401181974,A,1,7.74,1.0,100.0
1.515094841956681,D,1,15.28,1.0,100.0
1.541069477103235,C,1,14.27,1.0,100.0
1.595057037358794,D,1,14.91,1.0,100.0
1.6163938198325536,C,1,15.26,1.0,100.0
1.6652824261144408,C,1,13.79,1.0,100.0
1.6798641502342033,C,1,13.35,1.0,100.0
1.7102802606861385,B,1,10.38,1.0,100.0
1.7141559487525444,D,1,15.7,1.0,100.0
1.7301597501717163,B,1,12.18,1.0,100.0
1.770750649049699,A,1,8.9,1.0,100.0
1.8099699073529774,B,1,11.49,1.0,100.0
1.8253681402325714,C,1,15.96,1.0,100.0
1.90595270292174,B,1,10.75,1.0,100.0
1.9362934032433101,A,1,6.62,1.0,100.0
1.9398426871500885,A,1,7.51,1.0,100.0
1.9497596930319459,A,1,7.49,1.0,100.0
1.9767444894661117,B,1,11.89,1.0,100.0
1.9899720274880863,D,1,15.99,1.0,100.0
2.0,F,3,19.64,3.0,100.0
2.0,G,1,20.16,1.0,100.0
2.0297367028180564,B,1,10.65,1.0,100.0
2.035095763244148,C,1,13.99,1.0,100.0
2.0477681823379834,C,1,12.87,1.0,100.0
2.076981764273255,D,1,12.61,1.0,100.0
2.147704349971313,C,1,13.23,1.0,100.0
2.2248801865524,B,1,12.53,1.0,100.0
2.263204639382077,D,1,14.96,1.0,100.0
2.2934746887675814,E,1,17.19,1.0,100.0
2.314117158605126,missing,1,12.17,1.0,100.0
2.3197090315362483,C,1,14.27,1.0,100.0
2.3312870361819282,A,1,7.49,1.0,100.0
2.4050780803820473,C,1,14.27,1.0,100.0
2.4249530298081465,E,1,18.39,1.0,100.0
2.4495286037251853,A,1,7.88,1.0,100.0
2.465349327508126,C,1,13.35,1.0,100.0
2.4750282242606167,D,1,18.25,1.0,100.0
2.519460921877443,C,1,12.53,1.0,100.0
2.5357330222229377,D,1,15.99,1.0,100.0
2.5433436628881143,D,1,15.7,1.0,100.0
2.5670778905620812,B,1,9.99,1.0,100.0
2.593978835440499,C,1,13.06,1.0,100.0
2.606247821082247,D,1,15.7,1.0,100.0
2.722723643676156,E,1,18.79,1.0,100.0
2.7242005554834305,D,1,14.61,1.0,100.0
2.7280820311027894,A,1,7.9,1.0,100.0
2.7477702201100342,missing,1,11.14,1.0,100.0
2.7498804199754074,E,1,14.5,1.0,100.0
2.757481469414644,missing,1,16.77,1.0,100.0
2.7718693670140286,B,1,11.14,1.0,100.0
2.7779471734838586,D,1,14.11,1.0,100.0
2.802361128018293,D,1,17.49,1.0,100.0
2.830647312444011,C,1,13.99,1.0,100.0
2.8581252408874818,D,1,15.05,1.0,100.0
2.8912565060834687,D,1,14.11,1.0,100.0
2.954490796823006,D,1,17.58,1.0,100.0
2.957913128842346,B,1,10.99,1.0,100.0
2.961445137701772,D,1,14.54,1.0,100.0
2.9633040138765754,C,1,14.35,1.0,100.0
3.0012188246227884,C,1,13.92,1.0,100.0
3.003077734963839,D,1,14.96,1.0,100.0
3.041579918027927,D,1,16.49,1.0,100.0
3.0703433722747,B,1,11.14,1.0,100.0
3.113233412824671,E,1,17.93,1.0,100.0
3.137570790725542,B,1,10.65,1.0,100.0
3.1397897869322717,B,1,9.91,1.0,100.0
3.142276790226757,B,1,12.53,1.0,100.0
3.1672546424311294,D,1,15.21,1.0,100.0
3.218359676692606,B,1,12.21,1.0,100.0
3.2794553711973533,B,1,11.89,1.0,100.0
3.321791538555914,B,1,10.71,1.0,100.0
3.385585528238391,E,1,15.95,1.0,100.0
3.3871809378135493,C,1,12.53,1.0,100.0
3.4045373014764078,missing,1,14.61,1.0,100.0
3.4099758273164413,C,1,13.49,1.0,100.0
3.4162786668970218,D,1,14.84,1.0,100.0
3.4224598344120833,D,1,15.62,1.0,100.0
3.4359054431153124,B,1,10.38,1.0,100.0
3.480140651766443,F,1,20.62,1.0,100.0
3.494062384681237,D,1,14.96,1.0,100.0
3.5024564036447012,E,1,17.04,1.0,100.0
3.5164794807410273,D,1,14.54,1.0,100.0
3.526548756505232,D,1,15.21,1.0,100.0
3.534160038670926,D,1,15.62,1.0,100.0
3.5710621073457873,B,1,11.71,1.0,100.0
3.59272930334917,B,1,10.59,1.0,100.0
3.6938937915648777,B,1,11.36,1.0,100.0
3.7099762706478856,D,1,12.99,1.0,100.0
3.7104744900817237,D,1,16.07,1.0,100.0
3.710951776498877,D,1,15.99,1.0,100.0
3.71515450626227,D,1,15.62,1.0,100.0
3.715917945815817,D,1,16.0,1.0,100.0
3.7329067415919983,B,1,10.51,1.0,100.0
3.744632082736242,D,1,14.84,1.0,100.0
3.7752994934858166,D,1,12.17,1.0,100.0
3.7884497785812594,D,1,15.99,1.0,100.0
3.84745116121588,D,1,14.74,1.0,100.0
3.852742412559384,C,1,13.79,1.0,100.0
3.900389710920411,D,1,15.99,1.0,100.0
3.9258018142996205,D,1,14.91,1.0,100.0
3.9651675659990966,B,1,11.14,1.0,100.0
3.975199990709486,D,1,16.77,1.0,100.0
3.984268147223828,D,1,15.62,1.0,100.0
4.011603647559232,D,1,16.77,1.0,100.0
4.082402291133763,D,1,15.7,1.0,100.0
4.154564410813581,B,1,11.48,1.0,100.0
4.165701855523845,B,1,10.59,1.0,100.0
4.218080822389794,C,1,13.49,1.0,100.0
4.235164339241646,C,1,13.22,1.0,100.0
4.238779646057748,D,1,15.62,1.0,100.0
4.27001660143052,missing,1,13.24,1.0,100.0
4.282500390534427,E,1,18.39,1.0,100.0
4.29543977070194,D,1,15.99,1.0,100.0
4.323813209299378,B,1,10.74,1.0,100.0
4.325619390182833,B,1,10.99,1.0,100.0
4.392114230623955,C,1,13.98,1.0,100.0
4.401232501380646,C,1,11.28,1.0,100.0
4.448045582992504,D,1,16.77,1.0,100.0
4.463502838244372,A,1,7.51,1.0,100.0
4.478258916128344,D,1,14.96,1.0,100.0
4.542182529395648,B,1,10.59,1.0,100.0
4.576008085620796,A,1,8.9,1.0,100.0
4.595343302693246,D,1,14.38,1.0,100.0
4.601018484091488,D,1,15.7,1.0,100.0
4.6350850116048745,C,1,13.49,1.0,100.0
4.637829991354993,D,1,16.49,1.0,100.0
4.649974643569013,C,1,15.27,1.0,100.0
4.650959871536124,missing,1,6.03,1.0,100.0
4.668325643346037,B,1,12.53,1.0,100.0
4.670018687910192,D,1,14.11,1.0,100.0
4.6889955486980535,D,1,15.65,1.0,100.0
4.702298366144139,A,1,7.9,1.0,100.0
4.74163721546958,D,1,14.96,1.0,100.0
4.76450235069602,D,1,14.54,1.0,100.0
4.835646532726959,missing,1,16.77,1.0,100.0
4.844763844049863,D,1,13.24,1.0,100.0
4.856207697653933,A,1,7.88,1.0,100.0
4.878089705051994,D,1,15.62,1.0,100.0
4.88239093387484,D,1,14.84,1.0,100.0
4.8898792241070685,C,1,13.85,1.0,100.0
4.93250743414759,E,1,18.39,1.0,100.0
4.938713685875915,missing,1,14.84,1.0,100.0
4.9443804219666125,D,1,17.27,1.0,100.0
4.9448001273724325,B,1,11.89,1.0,100.0
4.954970932506269,C,1,13.16,1.0,100.0
4.97532847727854,C,1,13.35,1.0,100.0
5.0100996165680005,E,1,16.32,1.0,100.0
5.028794530210398,B,1,10.51,1.0,100.0
5.058030286208107,B,1,12.18,1.0,100.0
5.063489410456368,B,1,10.74,1.0,100.0
5.075381533681762,A,1,7.51,1.0,100.0
5.078766214843088,D,1,15.62,1.0,100.0
5.1475867358588,D,1,15.62,1.0,100.0
5.150904432332885,D,1,13.67,1.0,100.0
5.214378901441792,E,1,16.0,1.0,100.0
5.2739966059894,A,1,7.88,1.0,100.0
5.322744371863712,B,1,10.75,1.0,100.0
5.41333176019546,C,1,12.84,1.0,100.0
5.444796929440737,missing,1,10.25,1.0,100.0
5.487338674416431,D,1,15.65,1.0,100.0
5.5209688540980855,E,1,18.79,1.0,100.0
5.586724171421311,B,1,10.65,1.0,100.0
5.625994400393841,A,1,7.88,1.0,100.0
5.689898952687085,D,1,16.77,1.0,100.0
5.730471325802216,E,1,16.63,1.0,100.0
5.763627596774142,B,1,11.14,1.0,100.0
5.770456979950534,B,1,11.86,1.0,100.0
5.7747559492212,A,1,6.62,1.0,100.0
5.846262034079027,missing,1,10.36,1.0,100.0
5.905223122880422,missing,1,15.31,1.0,100.0
5.932754871560133,C,1,13.98,1.0,100.0
5.952426533536237,E,1,17.74,1.0,100.0
5.961518421845,C,1,12.99,1.0,100.0
6.065187630159613,D,1,14.96,1.0,100.0
6.0834091118147295,D,1,16.89,1.0,100.0
6.101780491301013,missing,1,11.71,1.0,100.0
6.1149796365859235,A,1,6.91,1.0,100.0
6.122406695929656,D,1,14.96,1.0,100.0
6.146294336362197,A,1,8.0,1.0,100.0
6.147951732889366,missing,1,7.49,1.0,100.0
6.159195191792804,B,1,9.63,1.0,100.0
6.166513697173612,D,1,15.33,1.0,100.0
6.201826571962979,D,1,15.65,1.0,100.0
6.247616406313973,B,1,11.49,1.0,100.0
6.267397446079852,B,1,10.25,1.0,100.0
6.28676956643544,missing,1,11.71,1.0,100.0
6.291159479236183,missing,1,12.69,1.0,100.0
6.298091902312672,missing,1,15.33,1.0,100.0
6.338590819244889,D,1,14.42,1.0,100.0
6.350879247084233,D,1,17.27,1.0,100.0
6.3553250480441195,C,1,13.61,1.0,100.0
6.371607608128488,missing,1,8.9,1.0,100.0
6.378326592717475,E,1,17.93,1.0,100.0
6.439379682994329,B,1,10.25,1.0,100.0
6.483356048509237,B,1,11.71,1.0,100.0
6.4867491786792755,B,1,11.99,1.0,100.0
6.517500641511288,D,1,15.95,1.0,100.0
6.518821914881735,E,1,19.42,1.0,100.0
6.550458700523185,B,1,11.49,1.0,100.0
6.582101579644863,D,1,16.07,1.0,100.0
6.614116670090226,missing,1,15.07,1.0,100.0
6.617665874450022,missing,1,13.11,1.0,100.0
6.632374870501848,C,1,12.84,1.0,100.0
6.691880617793622,missing,1,11.26,1.0,100.0
6.713143637034055,D,1,15.33,1.0,100.0
6.766981989110308,C,1,14.27,1.0,100.0
6.774463318194018,B,1,11.99,1.0,100.0
6.888222576244067,A,1,7.49,1.0,100.0
6.908062789238795,D,1,13.24,1.0,100.0
6.956697570858617,D,1,15.58,1.0,100.0
7.001954118849877,D,1,14.96,1.0,100.0
7.006009264859271,C,1,13.79,1.0,100.0
7.006068516151327,B,1,12.21,1.0,100.0
7.03593437313386,B,1,11.49,1.0,100.0
7.043345086354472,B,1,11.86,1.0,100.0
7.046140284084752,C,1,13.49,1.0,100.0
7.05921342066162,D,1,14.96,1.0,100.0
7.159070228424079,B,1,10.36,1.0,100.0
7.16614169682957,D,1,15.99,1.0,100.0
7.184617791104319,D,1,15.31,1.0,100.0
7.195043025807794,B,1,12.42,1.0,100.0
7.200541512679443,D,1,15.33,1.0,100.0
7.231103808395888,D,1,17.58,1.0,100.0
7.266162467149757,A,1,7.91,1.0,100.0
7.287745936032808,D,1,12.92,1.0,100.0
7.288056652834911,D,1,14.54,1.0,100.0
7.384600927131608,D,1,14.09,1.0,100.0
7.415749673303934,E,1,17.56,1.0,100.0
7.419942703742909,C,1,14.65,1.0,100.0
7.432662086752025,missing,1,16.29,1.0,100.0
7.4350910661886775,D,1,15.95,1.0,100.0
7.459609575177302,B,1,10.99,1.0,100.0
7.5029364893007635,D,1,15.95,1.0,100.0
7.510698097608833,B,1,9.91,1.0,100.0
7.522712942079644,B,1,9.64,1.0,100.0
7.526412933832374,missing,1,13.99,1.0,100.0
7.529065113965584,B,1,11.49,1.0,100.0
7.537780549313157,B,1,11.48,1.0,100.0
7.541449679588895,D,1,15.58,1.0,100.0
7.542761016234357,C,1,13.49,1.0,100.0
7.557959366379589,D,1,12.17,1.0,100.0
7.568649678406045,C,1,12.99,1.0,100.0
7.684181548685563,D,1,17.58,1.0,100.0
7.728482049980162,B,1,12.69,1.0,100.0
7.767417330390106,B,1,11.71,1.0,100.0
7.794084961958778,D,1,14.46,1.0,100.0
7.816241101875847,B,1,11.83,1.0,100.0
7.817043155380014,C,1,13.98,1.0,100.0
8.004364816069607,D,1,15.7,1.0,100.0
8.039719852388698,missing,1,10.37,1.0,100.0
8.107309945521253,A,1,6.17,1.0,100.0
8.117766417763217,E,1,17.19,1.0,100.0
8.122803439292781,D,1,18.25,1.0,100.0
8.123737015267972,D,1,15.21,1.0,100.0
8.168914765151323,D,1,14.11,1.0,100.0
8.210516223944607,A,1,7.49,1.0,100.0
8.294625101973814,C,1,13.11,1.0,100.0
8.30409884122875,D,1,15.62,1.0,100.0
8.379674581136438,B,1,10.37,1.0,100.0
8.389022793845873,A,1,7.9,1.0,100.0
8.3977415015068,missing,1,15.05,1.0,100.0
8.40784441376273,E,1,17.93,1.0,100.0
8.484180755892282,C,1,15.23,1.0,100.0
8.550145196647989,D,1,14.84,1.0,100.0
8.571659817844857,B,1,11.49,1.0,100.0
8.657393751909613,C,1,13.49,1.0,100.0
8.660404726133516,D,1,16.77,1.0,100.0
8.667400338317185,A,1,9.38,1.0,100.0
8.696364012301114,missing,1,12.69,1.0,100.0
8.710676564280327,A,1,7.51,1.0,100.0
8.74148800429814,A,1,7.51,1.0,100.0
8.750783070623598,missing,1,10.74,1.0,100.0
8.804038477731346,A,1,7.51,1.0,100.0
8.824278643381433,D,1,14.46,1.0,100.0
8.843932278495334,C,1,12.29,1.0,100.0
8.873714723800651,B,1,11.71,1.0,100.0
8.87831181086776,C,1,14.65,1.0,100.0
8.972883404295722,missing,1,12.17,1.0,100.0
8.974644806723546,A,1,6.91,1.0,100.0
8.975868207721497,D,1,15.65,1.0,100.0
8.987421195798204,B,1,11.49,1.0,100.0
9.0,G,1,20.86,1.0,100.0
9.001524755409598,A,1,7.49,1.0,100.0
9.037357881354394,E,1,17.39,1.0,100.0
9.044397721868679,D,1,14.71,1.0,100.0
9.15031026579591,B,1,10.99,1.0,100.0
9.15577839224644,D,1,16.49,1.0,100.0
9.20839161096793,D,1,14.11,1.0,100.0
9.318699673041449,D,1,15.95,1.0,100.0
9.344989268192668,D,1,15.95,1.0,100.0
9.35926121948209,D,1,16.77,1.0,100.0
9.374358863051668,A,1,7.88,1.0,100.0
9.418953254598055,B,1,11.36,1.0,100.0
9.433724733683679,D,1,14.96,1.0,100.0
9.474641283060297,C,1,12.53,1.0,100.0
9.520608106547499,A,1,9.32,1.0,100.0
9.596140142316615,D,1,16.29,1.0,100.0
9.599755643823746,D,1,15.21,1.0,100.0
9.607705761286523,C,1,13.49,1.0,100.0
