id,Age,age_bucket
33843,63,mid_senior
33844,780,senior
33845,53,mid_senior
33846,79,senior
33847,60,mid_senior
33848,540,senior
33849,31,adult
33850,67,senior
33851,650,senior
33852,39,adult
33853,580,senior
33854,360,senior
33855,270,senior
33856,22,young_adult
33857,25,young_adult
33858,72,senior
33859,750,senior
33860,38,adult
33861,550,senior
33862,80,senior
33863,22,young_adult
33864,400,senior
33865,22,young_adult
33866,43,adult
33867,65,senior
33868,80,senior
33869,43,adult
33870,65,senior
33871,37,adult
33872,82,senior
33873,560,senior
33874,85,senior
33875,42,adult
33876,590,senior
33877,40,adult
33878,54,mid_senior
33879,29,young_adult
33880,70,senior
33881,38,adult
33882,23,young_adult
33883,18,young_adult
33884,41,adult
33885,19,young_adult
33886,680,senior
33887,70,senior
33888,80,senior
33889,78,senior
33890,52,mid_senior
33891,460,senior
33892,58,mid_senior
33893,30,young_adult
33894,19,young_adult
33895,53,mid_senior
33896,40,adult
33897,74,senior
33898,470,senior
33899,74,senior
33900,78,senior
33901,490,senior
33902,39,adult
33903,34,adult
33904,38,adult
33905,24,young_adult
33906,80,senior
33907,46,adult
33908,58,mid_senior
33909,53,mid_senior
33910,73,senior
33911,49,adult
33912,190,senior
33913,300,senior
33914,280,senior
33915,84,senior
33916,49,adult
33917,37,adult
33918,28,young_adult
33919,76,senior
33920,430,senior
33921,29,young_adult
33922,67,senior
33923,65,senior
33924,490,senior
33925,38,adult
33926,59,mid_senior
33927,450,senior
33928,41,adult
33929,53,mid_senior
33930,31,adult
33931,78,senior
33932,51,mid_senior
33933,25,young_adult
33934,48,adult
33935,33,adult
33936,69,senior
33937,340,senior
33938,55,mid_senior
33939,350,senior
33940,42,adult
33941,48,adult
33942,22,young_adult
33943,450,senior
33944,81,senior
33945,340,senior
33946,37,adult
33947,72,senior
33948,710,senior
33949,36,adult
33950,35,adult
33951,780,senior
33952,26,young_adult
33953,56,mid_senior
33954,83,senior
33955,77,senior
33956,76,senior
33957,48,adult
33958,37,adult
33959,330,senior
33960,68,senior
33961,180,senior
33962,76,senior
33963,500,senior
33964,43,adult
33965,56,mid_senior
33966,40,adult
33967,330,senior
33968,33,adult
33969,76,senior
33970,580,senior
33971,67,senior
33972,55,mid_senior
33973,29,young_adult
33974,74,senior
33975,49,adult
33976,19,young_adult
33977,220,senior
33978,57,mid_senior
33979,250,senior
33980,53,mid_senior
33981,700,senior
33982,48,adult
33983,320,senior
33984,390,senior
33985,39,adult
33986,510,senior
33987,31,adult
33988,64,mid_senior
33989,71,senior
33990,570,senior
33991,57,mid_senior
33992,180,senior
33993,35,adult
33994,40,adult
33995,53,mid_senior
33996,55,mid_senior
33997,38,adult
33998,75,senior
33999,80,senior
34000,79,senior
34001,83,senior
34002,22,young_adult
34003,45,adult
34004,730,senior
34005,21,young_adult
34006,79,senior
34007,76,senior
34008,810,senior
34009,51,mid_senior
34010,460,senior
34011,22,young_adult
34012,68,senior
34013,40,adult
34014,62,mid_senior
34015,77,senior
34016,80,senior
34017,85,senior
34018,74,senior
34019,23,young_adult
34020,270,senior
34021,570,senior
34022,81,senior
34023,76,senior
34024,20,young_adult
34025,75,senior
34026,35,adult
34027,46,adult
34028,290,senior
34029,78,senior
34030,270,senior
34031,810,senior
34032,650,senior
34033,180,senior
34034,73,senior
34035,810,senior
34036,32,adult
34037,590,senior
34038,58,mid_senior
34039,30,young_adult
34040,69,senior
34041,65,senior
34042,65,senior
34043,81,senior
34044,36,adult
34045,270,senior
34046,83,senior
34047,52,mid_senior
34048,52,mid_senior
34049,47,adult
34050,270,senior
34051,46,adult
34052,440,senior
34053,28,young_adult
34054,520,senior
34055,35,adult
34056,21,young_adult
34057,340,senior
34058,680,senior
34059,45,adult
34060,54,mid_senior
34061,51,mid_senior
34062,71,senior
34063,44,adult
34064,35,adult
34065,72,senior
34066,270,senior
34067,61,mid_senior
34068,850,senior
34069,42,adult
34070,42,adult
34071,20,young_adult
34072,50,adult
34073,67,senior
34074,76,senior
34075,76,senior
34076,26,young_adult
34077,25,young_adult
34078,78,senior
34079,23,young_adult
34080,22,young_adult
34081,23,young_adult
34082,72,senior
34083,85,senior
34084,38,adult
34085,330,senior
34086,85,senior
34087,840,senior
34088,59,mid_senior
34089,380,senior
34090,700,senior
34091,520,senior
34092,49,adult
34093,83,senior
34094,55,mid_senior
34095,610,senior
34096,40,adult
34097,36,adult
34098,22,young_adult
34099,32,adult
34100,43,adult
34101,540,senior
34102,22,young_adult
34103,50,adult
34104,40,adult
34105,230,senior
34106,60,mid_senior
34107,200,senior
34108,82,senior
34109,66,senior
34110,51,mid_senior
34111,370,senior
34112,690,senior
34113,420,senior
34114,36,adult
34115,20,young_adult
34116,61,mid_senior
34117,430,senior
34118,810,senior
34119,67,senior
34120,20,young_adult
34121,61,mid_senior
34122,54,mid_senior
34123,75,senior
34124,35,adult
34125,65,senior
34126,51,mid_senior
34127,26,young_adult
34128,49,adult
34129,68,senior
34130,560,senior
34131,340,senior
34132,360,senior
34133,74,senior
34134,24,young_adult
34135,51,mid_senior
34136,350,senior
34137,47,adult
34138,50,adult
34139,47,adult
34140,48,adult
34141,74,senior
34142,63,mid_senior
34143,44,adult
34144,75,senior
34145,590,senior
34146,49,adult
34147,580,senior
34148,59,mid_senior
34149,24,young_adult
34150,39,adult
34151,45,adult
34152,82,senior
34153,74,senior
34154,75,senior
34155,530,senior
34156,82,senior
34157,30,young_adult
34158,28,young_adult
34159,49,adult
34160,650,senior
34161,31,adult
34162,77,senior
34163,400,senior
34164,25,young_adult
34165,71,senior
34166,200,senior
34167,41,adult
34168,27,young_adult
34169,47,adult
34170,80,senior
34171,25,young_adult
34172,53,mid_senior
34173,24,young_adult
34174,610,senior
34175,290,senior
34176,23,young_adult
34177,18,young_adult
34178,83,senior
34179,50,adult
34180,52,mid_senior
34181,760,senior
34182,380,senior
34183,28,young_adult
34184,40,adult
34185,85,senior
34186,21,young_adult
34187,45,adult
34188,47,adult
34189,69,senior
34190,81,senior
34191,21,young_adult
34192,250,senior
34193,18,young_adult
34194,48,adult
34195,35,adult
34196,78,senior
34197,78,senior
34198,260,senior
34199,31,adult
34200,250,senior
34201,690,senior
34202,38,adult
34203,69,senior
34204,24,young_adult
34205,260,senior
34206,220,senior
34207,19,young_adult
34208,32,adult
34209,58,mid_senior
34210,47,adult
34211,310,senior
34212,540,senior
34213,450,senior
34214,20,young_adult
34215,80,senior
34216,300,senior
34217,56,mid_senior
34218,340,senior
34219,150,senior
34220,630,senior
34221,230,senior
34222,15,child
34223,41,adult
34224,78,senior
34225,65,senior
34226,83,senior
34227,810,senior
34228,38,adult
34229,44,adult
34230,76,senior
34231,190,senior
34232,57,mid_senior
34233,44,adult
34234,19,young_adult
34235,230,senior
34236,82,senior
34237,380,senior
34238,820,senior
34239,25,young_adult
34240,48,adult
34241,730,senior
34242,540,senior
34243,850,senior
34244,790,senior
34245,80,senior
34246,630,senior
34247,35,adult
34248,78,senior
34249,200,senior
34250,24,young_adult
34251,61,mid_senior
34252,840,senior
34253,300,senior
34254,84,senior
34255,510,senior
34256,37,adult
34257,680,senior
34258,48,adult
34259,29,young_adult
34260,280,senior
34261,81,senior
34262,73,senior
34263,530,senior
34264,640,senior
34265,20,young_adult
34266,24,young_adult
34267,73,senior
34268,53,mid_senior
34269,21,young_adult
34270,85,senior
34271,49,adult
34272,70,senior
34273,500,senior
34274,560,senior
34275,44,adult
34276,76,senior
34277,66,senior
34278,660,senior
34279,190,senior
34280,650,senior
34281,35,adult
34282,18,young_adult
34283,410,senior
34284,61,mid_senior
34285,66,senior
34286,18,young_adult
34287,71,senior
34288,19,young_adult
34289,55,mid_senior
34290,790,senior
34291,58,mid_senior
34292,540,senior
34293,37,adult
34294,28,young_adult
34295,72,senior
34296,470,senior
34297,46,adult
34298,55,mid_senior
34299,82,senior
34300,360,senior
34301,19,young_adult
34302,34,adult
34303,380,senior
34304,66,senior
34305,250,senior
34306,62,mid_senior
34307,65,senior
34308,27,young_adult
34309,69,senior
34310,26,young_adult
34311,61,mid_senior
34312,69,senior
34313,50,adult
34314,590,senior
34315,34,adult
34316,530,senior
34317,74,senior
34318,810,senior
34319,25,young_adult
34320,49,adult
34321,68,senior
34322,70,senior
34323,56,mid_senior
34324,48,adult
34325,570,senior
34326,23,young_adult
34327,79,senior
34328,82,senior
34329,48,adult
34330,60,mid_senior
34331,58,mid_senior
34332,35,adult
34333,510,senior
34334,630,senior
34335,37,adult
34336,78,senior
34337,750,senior
34338,33,adult
34339,200,senior
34340,60,mid_senior
34341,430,senior
34342,31,adult
34343,38,adult
34344,64,mid_senior
34345,66,senior
34346,510,senior
34347,500,senior
34348,32,adult
34349,810,senior
34350,820,senior
34351,760,senior
34352,41,adult
34353,46,adult
34354,180,senior
34355,38,adult
34356,530,senior
34357,74,senior
34358,59,mid_senior
34359,60,mid_senior
34360,21,young_adult
34361,33,adult
34362,72,senior
34363,570,senior
34364,420,senior
34365,41,adult
34366,600,senior
34367,69,senior
34368,58,mid_senior
34369,740,senior
34370,33,adult
34371,52,mid_senior
34372,78,senior
34373,81,senior
34374,49,adult
34375,64,mid_senior
34376,21,young_adult
34377,37,adult
34378,66,senior
34379,78,senior
34380,54,mid_senior
34381,75,senior
34382,28,young_adult
34383,66,senior
34384,63,mid_senior
34385,42,adult
34386,46,adult
34387,560,senior
34388,530,senior
34389,600,senior
34390,42,adult
34391,510,senior
34392,26,young_adult
34393,730,senior
34394,660,senior
34395,600,senior
34396,25,young_adult
34397,370,senior
34398,880,senior
34399,45,adult
34400,36,adult
34401,39,adult
34402,44,adult
34403,81,senior
34404,250,senior
34405,530,senior
34406,52,mid_senior
34407,700,senior
34408,240,senior
34409,36,adult
34410,280,senior
34411,700,senior
34412,23,young_adult
34413,54,mid_senior
34414,650,senior
34415,74,senior
34416,57,mid_senior
34417,19,young_adult
34418,36,adult
34419,46,adult
34420,65,senior
34421,69,senior
34422,43,adult
34423,56,mid_senior
34424,21,young_adult
34425,610,senior
34426,64,mid_senior
34427,530,senior
34428,53,mid_senior
34429,720,senior
34430,65,senior
34431,58,mid_senior
34432,590,senior
34433,500,senior
34434,72,senior
34435,630,senior
34436,78,senior
34437,320,senior
34438,83,senior
34439,79,senior
34440,72,senior
34441,43,adult
34442,58,mid_senior
34443,540,senior
34444,39,adult
34445,71,senior
34446,30,young_adult
34447,550,senior
34448,53,mid_senior
34449,20,young_adult
34450,240,senior
34451,42,adult
34452,33,adult
34453,62,mid_senior
34454,21,young_adult
34455,27,young_adult
34456,75,senior
34457,46,adult
34458,50,adult
34459,42,adult
34460,40,adult
34461,390,senior
34462,25,young_adult
34463,21,young_adult
34464,54,mid_senior
34465,65,senior
34466,64,mid_senior
34467,23,young_adult
34468,540,senior
34469,75,senior
34470,75,senior
34471,800,senior
34472,35,adult
34473,23,young_adult
34474,62,mid_senior
34475,330,senior
34476,49,adult
34477,46,adult
34478,200,senior
34479,56,mid_senior
34480,33,adult
34481,82,senior
34482,25,young_adult
34483,72,senior
34484,74,senior
34485,53,mid_senior
34486,73,senior
34487,300,senior
34488,210,senior
34489,73,senior
34490,24,young_adult
34491,82,senior
34492,56,mid_senior
34493,370,senior
34494,60,mid_senior
34495,85,senior
34496,67,senior
34497,79,senior
34498,34,adult
34499,700,senior
34500,830,senior
34501,570,senior
34502,78,senior
34503,73,senior
34504,18,young_adult
34505,53,mid_senior
34506,84,senior
34507,40,adult
34508,450,senior
34509,71,senior
34510,42,adult
34511,48,adult
34512,780,senior
34513,520,senior
34514,19,young_adult
34515,36,adult
34516,330,senior
34517,76,senior
34518,22,young_adult
34519,69,senior
34520,81,senior
34521,730,senior
34522,52,mid_senior
34523,74,senior
34524,51,mid_senior
34525,20,young_adult
34526,23,young_adult
34527,56,mid_senior
34528,580,senior
34529,20,young_adult
34530,47,adult
34531,810,senior
34532,27,young_adult
34533,70,senior
34534,24,young_adult
34535,74,senior
34536,290,senior
34537,66,senior
34538,76,senior
34539,280,senior
34540,44,adult
34541,78,senior
34542,46,adult
34543,37,adult
34544,69,senior
34545,46,adult
34546,560,senior
34547,600,senior
34548,63,mid_senior
34549,190,senior
34550,78,senior
34551,70,senior
34552,27,young_adult
34553,36,adult
34554,330,senior
34555,49,adult
34556,44,adult
34557,390,senior
34558,830,senior
34559,21,young_adult
34560,27,young_adult
34561,62,mid_senior
34562,80,senior
34563,44,adult
34564,31,adult
34565,530,senior
34566,82,senior
34567,370,senior
34568,64,mid_senior
34569,55,mid_senior
34570,600,senior
34571,64,mid_senior
34572,56,mid_senior
34573,33,adult
34574,41,adult
34575,24,young_adult
34576,53,mid_senior
34577,730,senior
34578,64,mid_senior
34579,510,senior
34580,23,young_adult
34581,69,senior
34582,47,adult
34583,51,mid_senior
34584,57,mid_senior
34585,570,senior
34586,66,senior
34587,800,senior
34588,73,senior
34589,640,senior
34590,21,young_adult
34591,80,senior
34592,60,mid_senior
34593,34,adult
34594,85,senior
34595,27,young_adult
34596,430,senior
34597,18,young_adult
34598,540,senior
34599,190,senior
34600,730,senior
34601,750,senior
34602,720,senior
34603,42,adult
34604,37,adult
34605,580,senior
34606,55,mid_senior
34607,480,senior
34608,450,senior
34609,33,adult
34610,41,adult
34611,49,adult
34612,51,mid_senior
34613,70,senior
34614,55,mid_senior
34615,60,mid_senior
34616,82,senior
34617,820,senior
34618,77,senior
34619,330,senior
34620,690,senior
34621,25,young_adult
34622,73,senior
34623,75,senior
34624,320,senior
34625,23,young_adult
34626,730,senior
34627,39,adult
34628,780,senior
34629,240,senior
34630,45,adult
34631,56,mid_senior
34632,30,young_adult
34633,30,young_adult
34634,30,young_adult
34635,850,senior
34636,400,senior
34637,45,adult
34638,610,senior
34639,58,mid_senior
34640,59,mid_senior
34641,85,senior
34642,770,senior
34643,53,mid_senior
34644,33,adult
34645,51,mid_senior
34646,32,adult
34647,73,senior
34648,480,senior
34649,74,senior
34650,210,senior
34651,46,adult
34652,77,senior
34653,49,adult
34654,280,senior
34655,88,senior
34656,52,mid_senior
34657,520,senior
34658,740,senior
34659,43,adult
34660,37,adult
34661,85,senior
34662,640,senior
34663,640,senior
34664,66,senior
34665,82,senior
34666,62,mid_senior
34667,66,senior
34668,42,adult
34669,83,senior
34670,70,senior
34671,37,adult
34672,370,senior
34673,77,senior
34674,470,senior
34675,42,adult
34676,60,mid_senior
34677,29,young_adult
34678,61,mid_senior
34679,28,young_adult
34680,68,senior
34681,19,young_adult
34682,26,young_adult
34683,39,adult
34684,24,young_adult
34685,300,senior
34686,67,senior
34687,28,young_adult
34688,68,senior
34689,460,senior
34690,69,senior
34691,48,adult
34692,58,mid_senior
34693,78,senior
34694,59,mid_senior
34695,300,senior
34696,41,adult
34697,61,mid_senior
34698,340,senior
34699,510,senior
34700,730,senior
34701,53,mid_senior
34702,65,senior
34703,22,young_adult
34704,55,mid_senior
34705,370,senior
34706,670,senior
34707,180,senior
34708,56,mid_senior
34709,50,adult
34710,300,senior
34711,41,adult
34712,620,senior
34713,77,senior
34714,24,young_adult
34715,71,senior
34716,28,young_adult
34717,67,senior
34718,34,adult
34719,47,adult
34720,650,senior
34721,77,senior
34722,65,senior
34723,690,senior
34724,22,young_adult
34725,790,senior
34726,72,senior
34727,320,senior
34728,76,senior
34729,25,young_adult
34730,630,senior
34731,54,mid_senior
34732,81,senior
34733,29,young_adult
34734,370,senior
34735,470,senior
34736,57,mid_senior
34737,47,adult
34738,61,mid_senior
34739,250,senior
34740,54,mid_senior
34741,63,mid_senior
34742,58,mid_senior
34743,260,senior
34744,73,senior
34745,27,young_adult
34746,630,senior
34747,380,senior
34748,71,senior
34749,18,young_adult
34750,81,senior
34751,31,adult
34752,73,senior
34753,600,senior
34754,300,senior
34755,440,senior
34756,30,young_adult
34757,61,mid_senior
34758,21,young_adult
34759,55,mid_senior
34760,75,senior
34761,56,mid_senior
34762,640,senior
34763,33,adult
34764,39,adult
34765,19,young_adult
34766,56,mid_senior
34767,37,adult
34768,33,adult
34769,30,young_adult
34770,20,young_adult
34771,500,senior
34772,660,senior
34773,820,senior
34774,70,senior
34775,49,adult
34776,73,senior
34777,64,mid_senior
34778,25,young_adult
34779,790,senior
34780,57,mid_senior
34781,82,senior
34782,780,senior
34783,790,senior
34784,750,senior
34785,31,adult
34786,48,adult
34787,53,mid_senior
34788,69,senior
34789,290,senior
34790,60,mid_senior
34791,81,senior
34792,690,senior
34793,31,adult
34794,39,adult
34795,57,mid_senior
34796,790,senior
34797,42,adult
34798,48,adult
34799,22,young_adult
34800,54,mid_senior
34801,610,senior
34802,51,mid_senior
34803,28,young_adult
34804,40,adult
34805,730,senior
34806,36,adult
34807,67,senior
34808,72,senior
34809,27,young_adult
34810,35,adult
34811,54,mid_senior
34812,720,senior
34813,27,young_adult
34814,73,senior
34815,750,senior
34816,81,senior
34817,52,mid_senior
34818,68,senior
34819,24,young_adult
34820,38,adult
34821,42,adult
34822,78,senior
34823,47,adult
34824,530,senior
34825,590,senior
34826,34,adult
34827,34,adult
34828,600,senior
34829,220,senior
34830,69,senior
34831,26,young_adult
34832,220,senior
34833,790,senior
34834,61,mid_senior
34835,460,senior
34836,61,mid_senior
34837,52,mid_senior
34838,19,young_adult
34839,47,adult
34840,570,senior
34841,83,senior
34842,45,adult
34843,52,mid_senior
34844,18,young_adult
34845,420,senior
34846,330,senior
34847,45,adult
34848,55,mid_senior
34849,490,senior
34850,680,senior
34851,66,senior
34852,490,senior
34853,65,senior
34854,27,young_adult
34855,320,senior
34856,70,senior
34857,580,senior
34858,75,senior
34859,24,young_adult
34860,31,adult
34861,76,senior
34862,71,senior
34863,51,mid_senior
34864,450,senior
34865,41,adult
34866,24,young_adult
34867,530,senior
34868,83,senior
34869,470,senior
34870,81,senior
34871,22,young_adult
34872,44,adult
34873,66,senior
34874,50,adult
34875,250,senior
34876,410,senior
34877,69,senior
34878,81,senior
34879,530,senior
34880,80,senior
34881,840,senior
34882,29,young_adult
34883,82,senior
34884,820,senior
34885,610,senior
34886,60,mid_senior
34887,60,mid_senior
34888,430,senior
34889,25,young_adult
34890,29,young_adult
34891,43,adult
34892,22,young_adult
34893,260,senior
34894,240,senior
34895,28,young_adult
34896,490,senior
34897,70,senior
34898,44,adult
34899,810,senior
34900,25,young_adult
34901,36,adult
34902,58,mid_senior
34903,650,senior
34904,840,senior
34905,52,mid_senior
34906,810,senior
34907,77,senior
34908,49,adult
34909,83,senior
